id,isbn,numcopies,title,author,genre,cover,desc,collection
102,9780226451176,1,How to Study: Suggestions For High School And College Students,Arthur William Kornhauser,Study skills.,https://covers.openlibrary.org/b/isbn/9780226451176-M.jpg,No description available.,other
103,9780874775662,1,Gay Relationships,,"Gay & Lesbian studies, Marriage & relationships, Psychology, General, Social Science, Sociology, Gay Studies, Social Science / Gay Studies, Gay male couples, Gay couples, Interpersonal relations, Lesbian couples",https://covers.openlibrary.org/b/isbn/9780874775662-M.jpg,No description available.,social science
104,9780304343010,1,Cassell's Queer Companion: A Dictionary Of Lesbian And Gay Life And Culture (cassell Lesbian And Gay Studies),"William Stewart, Emily Harmer","Lesbian Studies, Reference works, Social Science, Sociology, Gay Studies, Reference, Dictionaries, Homosexuality, Lesbianism",https://covers.openlibrary.org/b/isbn/9780304343010-M.jpg,No description available.,social science
105,9781905204045,1,Women Who Changed the World: Fifty Inspirational Woman Who Shaped History,,,https://covers.openlibrary.org/b/isbn/9781905204045-M.jpg,No description available.,other
106,9780807079096,1,Twice Blessed,,"Lesbian Studies, Judaism - Theology, Homosexuality, United States, Sociology, Gay Studies, Social Science / Gay Studies, Doctrines, Jewish gays, Judaism, Religious aspects",https://covers.openlibrary.org/b/isbn/9780807079096-M.jpg,No description available.,social science
107,9780679751649,1,Same-sex Unions in Premodern Europe,John Boswell,"Homosexuality -- Europe -- History., Lesbianism -- Europe -- History., Gay marriage -- Europe -- History., Civilization, Medieval.",https://covers.openlibrary.org/b/isbn/9780679751649-M.jpg,No description available.,history
108,9781580051859,1,Abortion Under Attack: Women On The Challenges Facing Choice,,"Abortion, Cultural studies, Social Science, Abortion (Sociological Aspects), Gender Studies, Sociology, Women's Studies - General, Abortion & Birth Control, Social Science / Women's Studies, Moral and ethical aspects, Pro-choice movement, United States",https://covers.openlibrary.org/b/isbn/9781580051859-M.jpg,No description available.,history
109,9780545880831,1,Refugee,Alan Gratz,"Jewish refugees, Juvenile fiction, JUVENILE FICTION / Social Issues / Emigration & Immigration, Emigration and immigration, JUVENILE FICTION / Action & Adventure / Survival Stories, JUVENILE FICTION / Historical / Military & Wars, Refugees, Survival",https://covers.openlibrary.org/b/isbn/9780545880831-M.jpg,"Although separated by continents and decades, Josef, a Jewish boy living in 1930s Nazi Germany; Isabel, a Cuban girl trying to escape the riots and unrest plaguing her country in 1994; and Mahmoud, a Syrian boy in 2015 whose homeland is torn apart by violence and destruction, embark on harrowing journeys in search of refuge, discovering shocking connections that tie their stories together.",fiction
110,9781250247759,1,The Brave,James Bird,,https://covers.openlibrary.org/b/isbn/9781250247759-M.jpg,No description available.,other
111,9780316262262,1,Ghost Boys,Jewell Parker Rhodes,,https://covers.openlibrary.org/b/isbn/9780316262262-M.jpg,No description available.,other
112,9780860917885,1,"I, Rigoberta Menchu: An Indian Woman In Guatemala",Rigoberta Menchú,"Biography: general, POLITICS & GOVERNMENT, Sociology, Social Studies, Quichâe women, Guatemala, Biography & Autobiography, Women, History - General History, Quiche women, Biography/Autobiography, General, Biography, Social life and customs, Women revolutionaries, Indians of Central America, Menchu, Rigoberta",https://covers.openlibrary.org/b/isbn/9780860917885-M.jpg,No description available.,history
113,1586485679,1,Japan Rising: The Resurgence Of Japanese Power And Purpose,Kenneth B. Pyle,"POLITICS & GOVERNMENT, Political Science, Politics / Current Events, Politics/International Relations, Japan, General",https://covers.openlibrary.org/b/isbn/1586485679-M.jpg,No description available.,social science
114,9780767916806,1,The Many Joys of Sex Toys: The Ultimate How-to Handbook For Couples And Singles,Anne Semans,"Sex customs, Self-Help, Love / Sex / Marriage, Sexual Instruction, Self-Help / Sexual Instruction, Sex, Sexual excitement",https://covers.openlibrary.org/b/isbn/9780767916806-M.jpg,No description available.,self-help
116,9781615192250,1,An Illustrated Book of Bad Arguments: Learning Th Lost Art Of Making Sense,Ali Almossawi,"Fallacies (Logic), Reasoning, Logic",https://covers.openlibrary.org/b/isbn/9781615192250-M.jpg,No description available.,other
117,9781558615809,1,And the World Changed: Contemporary Stories By Pakistani Women,,"Short stories, Pakistani (English), Short stories, Pakistani (English) -- Women authors",https://covers.openlibrary.org/b/isbn/9781558615809-M.jpg,No description available.,gender studies
118,9781401360153,1,Lighting the Way: Nine Women Who Changed Modern America,Karenna Gore Schiff,"Social Reform, Women - 20th Century History, Biography & Autobiography, Biography / Autobiography, Biography/Autobiography, Historical - U.S., United States - General, Women, Biography & Autobiography / Lawyers & Judges, History / General, History, Modern - 20th Century, Women's Studies - General, Biography, Social reformers, United States, Women social reformers",https://covers.openlibrary.org/b/isbn/9781401360153-M.jpg,No description available.,history
119,9781591027164,1,Muslim Women Reformers: Inspiring Voices Against Oppression,Ida Lichter,"Women human rights workers -- Middle East -- Biography, Women human rights workers -- Islamic countries -- Biography, Women human rights workers -- Biography, Muslim women -- Biography",https://covers.openlibrary.org/b/isbn/9781591027164-M.jpg,No description available.,gender studies
120,9780415074674,1,The Sexual Subject: A Screen Reader In Sexuality,,Sex in motion pictures.,https://covers.openlibrary.org/b/isbn/9780415074674-M.jpg,No description available.,gender studies
121,9780029190951,1,Tell Them Who I Am: The Lives Of Homeless Women,Elliot Liebow,"Homeless women -- Washington Region -- Case studies, Shelters for the homeless -- Washington Region -- Case studies, Homelessness -- Washington Region -- Case studies",https://covers.openlibrary.org/b/isbn/9780029190951-M.jpg,No description available.,gender studies
123,9780044408505,1,The Feminist Companion to Mythology,,"Mythology., Goddesses., Women -- Mythology.",https://covers.openlibrary.org/b/isbn/9780044408505-M.jpg,No description available.,gender studies
124,9780618751471,1,Half the Human Experience: The Psychology Of Women,Janet Shibley Hyde,,https://covers.openlibrary.org/b/isbn/9780618751471-M.jpg,No description available.,other
125,9780393614916,1,You May Ask Yourself an Introduction to Thinking Like a Sociologist: An Introduction To Thinking Like A Sociologist,Dalton Conley,"Sociology, methodology, Sociology, study and teaching",https://covers.openlibrary.org/b/isbn/9780393614916-M.jpg,No description available.,social science
126,9781586489403,1,The Localvore's Dilemma,,,https://covers.openlibrary.org/b/isbn/9781586489403-M.jpg,No description available.,other
127,9780813525600,1,Talking Leadership: Conversations With Powerful Women,,"Leadership in women, Women in development -- Interviews, Women in politics -- Interviews, Women in public life -- Interviews, Women politicians -- Interviews",https://covers.openlibrary.org/b/isbn/9780813525600-M.jpg,No description available.,social science
128,9780195062625,1,Women's America: Refocusing The Past,,"Women -- United States -- History -- Sources, Women -- Employment -- United States -- History -- Sources, Women in politics -- United States -- History -- Sources, Women -- Health and hygiene -- United States -- History -- Sources, Feminism -- United States -- History -- Sources",https://covers.openlibrary.org/b/isbn/9780195062625-M.jpg,No description available.,self-help
129,9780415918404,1,White Weddings: Romancing Heterosexuality In Popular Culture,Chrys Ingraham,,https://covers.openlibrary.org/b/isbn/9780415918404-M.jpg,No description available.,other
130,9783822855645,1,Erotica 20th Century Ii,Gilles Néret,"Erotic art, 20th century, History - General, Art & Art Instruction, Art",https://covers.openlibrary.org/b/isbn/9783822855645-M.jpg,No description available.,history
131,9781933354590,1,Abortion & Life,Jennifer Baumgardner,Abortion,https://covers.openlibrary.org/b/isbn/9781933354590-M.jpg,No description available.,other
132,9780295975245,1,The Raven Steals the Light,"Reid, William","Haida mythology., Haida Indians -- Folklore., Tales -- British Columbia -- Queen Charlotte Islands.",https://covers.openlibrary.org/b/isbn/9780295975245-M.jpg,No description available.,other
133,9781416592716,1,The Brutal Language of Love Stories: Stories,Alicia Erian,"Young women, American Romance fiction, Fiction",https://covers.openlibrary.org/b/isbn/9781416592716-M.jpg,"'Collects nine stories that examine how love and emotions can make an individual do things that might be considered out of character in such works as ""Lass,"" about a newlywed bride who finds herself drawn to her father-in-law",fiction
134,9780684831541,1,Accordion Crimes,Annie Proulx,"Accordionists, Accordion, Fiction, History",https://covers.openlibrary.org/b/isbn/9780684831541-M.jpg,"'A tale of immigrants centered on an accordion brought to America in the 1880s. After its Italian owner is murdered, the instrument passes into the hands of other ethnic groups--German, French-Canadian, Mexican, Polish, Norwegian--and the novel describes their ceremonies, dreams and hates. By the author of The Shipping News",history
135,9781878067586,1,Egalia's Daughters: A Satire Of The Sexes,"Gerd Brantenberg, Louis MacKay","Gender studies, General, Fiction - General, Fiction, European - Scandinavian",https://covers.openlibrary.org/b/isbn/9781878067586-M.jpg,No description available.,fiction
136,9781416933960,1,"Jennifer, Hecate, Macbeth, William Mckinley, and Me, Elizabeth",E. L. Konigsburg,,https://covers.openlibrary.org/b/isbn/9781416933960-M.jpg,No description available.,other
137,9780679722564,1,The Swimming-pool Library,Alan Hollinghurst,"Gay men -- Fiction., London (England) -- Fiction.",https://covers.openlibrary.org/b/isbn/9780679722564-M.jpg,No description available.,fiction
138,9780813527932,1,Speaking the Unspeakable: Marital Violence Among South Asian Immigrants In The United States,Margaret Abraham,"Domestic violence, Immigration & emigration, Marriage, Sociology - Marriage & Family, Marital violence, Family / Parenting / Childbirth, United States, Social Science, Sociology, South East Asia, USA, Abuse - General, Family Relationships, Family & Relationships / Marriage, Family & Relationships-Abuse - General, Family & Relationships-Family Relationships, Ethnic Studies - General, South Asians, Conjugal violence, Family violence, Social conditions",https://covers.openlibrary.org/b/isbn/9780813527932-M.jpg,No description available.,social science
139,9780745619156,1,Gender and the Media,Rosalind Gill,"Gender Studies, Media Studies, Sociology, Social Science, MASS MEDIA AND WOMEN, Social Science / Media Studies, WOMEN IN MASS MEDIA",https://covers.openlibrary.org/b/isbn/9780745619156-M.jpg,No description available.,social science
140,9780416374605,1,Reproductive Rituals: The Perception Of Fertility In England From The Sixteenth To The Nineteenth Century,Angus McLaren,"Fertility, Human -- England -- History, Fertility, Human -- England -- Folklore -- History, Birth control -- England -- History, Birth control -- England -- Folklore -- History, Conception -- Folklore",https://covers.openlibrary.org/b/isbn/9780416374605-M.jpg,No description available.,history
141,9780743476973,1,The Black Woman: An Anthology,,"African American women., African American women -- Literary collections.",https://covers.openlibrary.org/b/isbn/9780743476973-M.jpg,No description available.,gender studies
142,9780814798249,1,Fat History: Bodies And Beauty In The Modern West,Peter Stearns,"Consumer issues, Popular Culture, Obesity, History, History - General History, History: World, Beauty & Grooming - General, Modern - General, Social History, General",https://covers.openlibrary.org/b/isbn/9780814798249-M.jpg,No description available.,history
143,9780807001547,1,Pornland: How Porn Has Hijacked Our Sexuality,,,https://covers.openlibrary.org/b/isbn/9780807001547-M.jpg,No description available.,other
144,9780374528331,1,My Mother's House: And Sido,Colette,"Colette, 1873-1954 -- Translations into English, Colette, 1873-1954 -- Family, Colette, Gabrielle Sidonie, 1835-1912, Colette family, Authors, French -- 20th century -- Biography, Mothers -- France -- Biography",https://covers.openlibrary.org/b/isbn/9780374528331-M.jpg,No description available.,other
145,9780300050769,1,Manhood in the Making: Cultural Concepts Of Masculinity,David D. Gilmore,"Anthropology, Cultural studies, Gender studies, Men's Studies - Masculinity, Social Science / General, Psychology, Cross-cultural studies, Machismo, Masculinity, Men, Sociology",https://covers.openlibrary.org/b/isbn/9780300050769-M.jpg,No description available.,social science
146,9781566395199,1,The Gender Knot: Unraveling Our Patriarchal Legacy,Allan G. Johnson,"Sex role, Patriarchy, Feminism",https://covers.openlibrary.org/b/isbn/9781566395199-M.jpg,No description available.,gender studies
147,9780684866000,1,Can't Buy My Love: How Advertising Changes The Way We Think And Feel,Jean Kilbourne,"Women in advertising, Social Science, Sociology, Women's Studies - General, Marketing - Research, Media Studies, Social Science / Women's Studies, Femmes dans la publicitâe, Women consumers",https://covers.openlibrary.org/b/isbn/9780684866000-M.jpg,No description available.,social science
148,9780195044195,1,The Paradox of Change: American Women In The 20th Century,William Henry Chafe,,https://covers.openlibrary.org/b/isbn/9780195044195-M.jpg,No description available.,other
149,9781565841222,1,Wac Stats: The Facts About Women,,Women -- United States -- Statistics.,https://covers.openlibrary.org/b/isbn/9781565841222-M.jpg,No description available.,gender studies
150,9781593082833,1,Incidents in the Life of a Slave Girl,Harriet A. Jacobs,"Fiction, Biography / Autobiography, Literature: Classics, People of Color, Personal Memoirs, Women, History / United States / Civil War Period (1850-1877), LITERATURE - LIT CLASSICS TRD PB, Classics",https://covers.openlibrary.org/b/isbn/9781593082833-M.jpg,No description available.,history
151,9780199739752,1,The Production of Difference Race and the Management of U.s. Labor: Race And The Management Of U.s. Labor,David R. Roediger,"Race relations, History, Race discrimination, Discrimination in employment, Labor",https://covers.openlibrary.org/b/isbn/9780199739752-M.jpg,No description available.,history
152,9780307266132,1,A Mirror Garden: A Memoir,"Monir Farmanfarmaian, Zara Houshmand","Biography And Autobiography, Women In The U.S., Biography & Autobiography, Biography / Autobiography, Biography/Autobiography, Artists, Architects, Photographers, Biography & Autobiography / Artists, Architects, Photographers, Women, Biography, Iran, Iranian American women, Iranian Americans",https://covers.openlibrary.org/b/isbn/9780307266132-M.jpg,No description available.,gender studies
153,9781620970935,1,"When We Fight, We Win!: Twenty-first-century Social Movements And The Activists That Are Transforming Our World",Greg Jobin-Leeds,"Political activists, History, Social action, Social reformers, Social movements",https://covers.openlibrary.org/b/isbn/9781620970935-M.jpg,"'""Same-sex marriage, #BlackLivesMatter, the Dream Act, the People\'s Climate March, End the New Jim Crow, Occupy Wall Street--these are just a few of the initiatives that have taken flight in the past decade, the most fertile and productive era of activism and reform this country has seen since the 1960s. Now, in a visually rich and deeply inspiring book, movement leaders and activists distill their wisdom, sharing lessons of what works and what hinders transformative social change. Weaving together interviews with today\'s most successful activists--from Bill McKibben and Clayton Thomas Muller to Karen Lewis, Rinku Sen, Ai-jen Poo, Favianna Rodriguez, Rea Carey, Gaby Pacheco, Patrice Collins, and more--with narrative recountings of strategies and campaigns alongside full-color photos and an afterword by Antonia Darder, social activist Greg Jobin-Leeds joins forces with AgitArte, an organization of artists and organizers, to document the stories, philosophy, tactics, and art of today\'s leading social change movements. Beautifully packaged in a wonderfully affordable paperback edition, When We Fight, We Win! will allow a whole generation of readers to celebrate and benefit from a remarkable decade of activism and reform. "" -",history
154,9780814793398,1,Everyday Courage: The Lives And Stories Of Urban Teenagers,Niobe Way,"Urban youth -- United States -- Case studies, Urban youth -- United States -- Longitudinal studies, Teenagers with social disabilities -- United States -- Case studies, Teenagers with social disabilities -- United States -- Longitudinal studies, Adolescence -- United States",https://covers.openlibrary.org/b/isbn/9780814793398-M.jpg,No description available.,social science
155,9781400034772,1,The No. 1 Ladies' Detective Agency,,,https://covers.openlibrary.org/b/isbn/9781400034772-M.jpg,No description available.,other
156,9780375706653,1,Boston Marriage,David Mamet,Women -- Drama,https://covers.openlibrary.org/b/isbn/9780375706653-M.jpg,No description available.,gender studies
157,9780385721974,1,The Riddle of Gender,Deborah Rudacille,,https://covers.openlibrary.org/b/isbn/9780385721974-M.jpg,No description available.,other
159,9780312235062,1,Deconstructing Images of the Turkish Woman,Zehra F. Arat,"General, Women's Studies - History, Social Science / Women's Studies, Women's Studies - General, Social Science, Politics / Current Events, Textbooks, Sociology",https://covers.openlibrary.org/b/isbn/9780312235062-M.jpg,No description available.,textbook
160,9780199899661,1,Women and Politics in a Global World,,,https://covers.openlibrary.org/b/isbn/9780199899661-M.jpg,No description available.,other
161,9780395585214,1,Learning to Bow: An American Teacher In A Japanese School,Bruce S. Feiler,"Feiler, Bruce S, Education, Secondary -- Japan, Japan -- Social life and customs -- 1945-",https://covers.openlibrary.org/b/isbn/9780395585214-M.jpg,No description available.,social science
162,9780143035367,1,Olivia Joules and the Overactive Imagination,Helen Fielding,"Prevention, Foreign countries, Women journalists, Terrorism, Women spies, British, Fiction",https://covers.openlibrary.org/b/isbn/9780143035367-M.jpg,"'Olivia Joules, an independent journalist turned master spy, finds herself drawn to the seductive and powerful Pierre Ferramo, a man of impeccable taste, extraordinary wealth, and exotic international homes, until she begins to worry that he is an international terrorist intent on the destruction of the Western world but hiding his goal behind a sophisticated smokescreen",fiction
163,9780871564306,1,Material World: A Global Family Portrait,Peter Menzel,"Material culture -- Cross-cultural studies, Family -- Cross-cultural studies, Economic development -- Cross-cultural studies, Material culture -- Pictorial works, Family -- Pictorial works",https://covers.openlibrary.org/b/isbn/9780871564306-M.jpg,No description available.,other
164,9780312033347,1,Everybody Loves You: Further Adventures Of Gay Manhattan,Ethan Mordden,"Gay men -- Fiction., Manhattan (New York, N.Y.) -- Fiction.",https://covers.openlibrary.org/b/isbn/9780312033347-M.jpg,No description available.,fiction
165,9780892540143,1,The Book of Lilith,Barbara Black Koltuv,Lilith (Semitic mythology),https://covers.openlibrary.org/b/isbn/9780892540143-M.jpg,No description available.,other
166,9780143039488,1,The Winter of Our Discontent,John Steinbeck,,https://covers.openlibrary.org/b/isbn/9780143039488-M.jpg,No description available.,other
167,9780374531058,1,The Girl on the Fridge: Stories,Etgar Keret,"Short Stories (single author), Fiction / Short Stories (single author), Fiction, Fiction - General, 1967-, Keret, Etgar,, Translations into English",https://covers.openlibrary.org/b/isbn/9780374531058-M.jpg,No description available.,fiction
168,9780735227439,1,A Line in the Dark,Malinda Lo,,https://covers.openlibrary.org/b/isbn/9780735227439-M.jpg,No description available.,other
169,9780811216692,1,Memoirs (new Directions Paperbook),Tennessee Williams,"Literature: Texts, Miscellaneous Items, Biography/Autobiography, Williams, Tennessee, 1911-1983, Biography & Autobiography, Biography / Autobiography, English, USA, Dramatists, American, Literary, Personal Memoirs, Biography & Autobiography / Personal Memoirs, 20th century, 1911-1983, Biography, Williams, Tennessee,",https://covers.openlibrary.org/b/isbn/9780811216692-M.jpg,No description available.,other
170,9780385476188,1,"Out, Loud, & Laughing: A Collection Of Gay & Lesbian Humor",Charles Flowers,,https://covers.openlibrary.org/b/isbn/9780385476188-M.jpg,No description available.,other
171,9780375424175,1,"The Female Thing: Dirt, Sex, Envy, Vulnerability",Laura Kipnis,,https://covers.openlibrary.org/b/isbn/9780375424175-M.jpg,No description available.,other
172,9781412974417,1,"Gender, Race, and Class in Media: A Critical Reader",Gail Dines,,https://covers.openlibrary.org/b/isbn/9781412974417-M.jpg,No description available.,other
173,9780679729570,1,Friend of My Youth: Stories,Alice Munro,Ontario -- Social life and customs -- Fiction,https://covers.openlibrary.org/b/isbn/9780679729570-M.jpg,No description available.,fiction
174,9780140141412,1,Granta 55: Children (granta (viking)),Ian Jack,"Collections & anthologies of various literary forms, Short Stories (Anthologies), Literature - Classics / Criticism, Literature: Classics",https://covers.openlibrary.org/b/isbn/9780140141412-M.jpg,No description available.,other
175,9781930722385,1,"Roar Softly and Carry a Great Lipstick: 28 Women Writers On Life, Sex, And Survival",Autumn Stephens,"Women, Psychology, Social Science, Sociology, Women's Studies - General, Essays, Social Science / Women's Studies, Identity, Anecdotes",https://covers.openlibrary.org/b/isbn/9781930722385-M.jpg,No description available.,social science
176,9780062059734,1,Coming of Age on Zoloft How Antidepressants Cheered Us Up Let Us Down and Changed Who We Are,,,https://covers.openlibrary.org/b/isbn/9780062059734-M.jpg,No description available.,other
177,9780307267146,1,Half the Sky: Turning Oppression To Opportunity For Women Worldwide,Nicholas D. Kristof,"Women's rights -- Developing countries -- Case studies, Women -- Crimes against -- Developing countries -- Case studies, Women -- Developing countries -- Social conditions -- Case studies",https://covers.openlibrary.org/b/isbn/9780307267146-M.jpg,No description available.,social science
178,9780312673925,1,The Rise of Enlightened Sexism How Pop Culture Took Us from Girl Power to Girls Gone Wild,,,https://covers.openlibrary.org/b/isbn/9780312673925-M.jpg,No description available.,other
179,9781573442954,1,Opening Up: Creating And Sustaining Open Relationships,Tristan Taormino,"Marriage, family & other relationships, Sexual Instruction, Self-Help / Sexual Instruction, Self-Help, Love / Sex / Marriage",https://covers.openlibrary.org/b/isbn/9781573442954-M.jpg,No description available.,self-help
180,9781565123816,1,"All-night Party: The Women Of Bohemian Greenwich Village And Harlem, 1913-1930",Andrea Barnet,"Women -- New York (State) -- New York -- History -- 20th century, Bohemianism -- New York (State) -- New York -- History -- 20th century, New York (N.Y.) -- History -- 1898-1951, Greenwich Village (New York, N.Y.) -- Intellectual life -- 20th century, Harlem (New York, N.Y.) -- Intellectual life -- 20th century, New York (N.Y.) -- Intellectual life -- 20th century",https://covers.openlibrary.org/b/isbn/9781565123816-M.jpg,No description available.,history
181,9780316334747,1,Babylon's Ashes,James S. A. Corey,,https://covers.openlibrary.org/b/isbn/9780316334747-M.jpg,No description available.,other
182,9781559361354,1,Venus: A Play,Suzan-Lori Parks,"Drama texts: from c 1900 -, American Contemporary Drama, Drama, Plays / Drama, Plays, USA, American, Drama / General",https://covers.openlibrary.org/b/isbn/9781559361354-M.jpg,No description available.,other
183,9780446679497,1,Hypocrite in a Pouffy White Dress: Tales Of Growing Up Groovy And Clueless,Susan Jane Gilman,"Gilman, Susan Jane -- Childhood and youth., Girls -- New York (State) -- New York -- Biography., Young women -- New York (State) -- New York -- Biography., New York (N.Y.) -- Biography., Geneva (Switzerland) -- Biography.",https://covers.openlibrary.org/b/isbn/9780446679497-M.jpg,No description available.,gender studies
184,9780449911228,1,Intimate Nature: The Bond Between Women And Animals,,"Women and animals -- Literary collections, Human-animal relationships -- Literary collections, Women animal specialists -- Literary collections, American literature -- Women authors, American literature -- 20th century, Animals -- Literary collections",https://covers.openlibrary.org/b/isbn/9780449911228-M.jpg,"'Although women have long felt kinship with animals, they have seldom participated in the study of them. Now, as more women writers and scientists make animals the subject of their investigations, important new ideas are emerging, based on the premise that animals are honored co-sharers of the earth.\n\nAt the forefront of this international movement stand the editors of this groundbreaking anthology, which includes original stories, essays, meditations, and poems by the best women nature writers and by women field scientists writing about their lives among the animals they study",gender studies
185,9781572242494,1,The Woman's Book of Sleep: A Complete Resource Guide,Amy R. Wolfson,"Sleep disorders., Women -- Health and hygiene.",https://covers.openlibrary.org/b/isbn/9781572242494-M.jpg,No description available.,self-help
186,9780670867752,1,The Woman Who Walked Into Doors,,,https://covers.openlibrary.org/b/isbn/9780670867752-M.jpg,"""Roddy Doyle's The Woman Who Walked Into Doors will astonish readers with its heartrending story of a woman struggling to reclaim her dignity after marriage to an abusive husband and a worsening drinking problem. Paula Spencer recalls her contented childhood, the audacity she learned as a teenager, the exhilaration of her romance with Charlo, and the marriage to him that left her feeling powerless.\n\nCapturing both her vulnerability and her strength, Doyle gives Paula a voice that is real and unforgettable",other
187,9780674013599,1,Making the Most of College: Students Speak Their Minds,Richard J. Light,"Advice on education, Higher & further education, Higher, Education, Education / Teaching, Students & Student Life, Longitudinal studies, Education / Students & Student Life, College students, Attitudes, College seniors, Harvard University, Students",https://covers.openlibrary.org/b/isbn/9780674013599-M.jpg,No description available.,other
188,9780399152368,1,Smart Women,Judy Blume,"Women -- Colorado -- Fiction, Female friendship -- Fiction, Divorced women -- Fiction, Single mothers -- Fiction, Boulder (Colo.) -- Fiction",https://covers.openlibrary.org/b/isbn/9780399152368-M.jpg,No description available.,fiction
189,9781594200885,1,One Perfect Day: The Selling Of The American Wedding,Rebecca Mead,"Culture, Manners And Customs, Reference, Pop Arts / Pop Culture, Popular Culture - General, Sociology - Marriage & Family, Weddings, Social Science / Popular Culture, Customs & Traditions, Costs, Planning, Shopping, United States",https://covers.openlibrary.org/b/isbn/9781594200885-M.jpg,No description available.,social science
190,9780446178228,1,Live Alone and Like It: The Classic Guide For The Single Woman,Marjorie Hillis Roulston,"Single women., Single women -- Life skills guides., Single women -- Conduct of life., Living alone.",https://covers.openlibrary.org/b/isbn/9780446178228-M.jpg,No description available.,gender studies
191,9780140177985,1,A Question of Choice,Sarah Ragle Weddington,"Weddington, Sarah Ragle, Abortion, Women lawyers -- United States -- Biography, Lawyers -- United States -- Biography, Abortion -- United States",https://covers.openlibrary.org/b/isbn/9780140177985-M.jpg,No description available.,gender studies
192,9780375707490,1,Lives of Girls and Women,Alice Munro,"Young women -- Fiction, Canada -- Fiction",https://covers.openlibrary.org/b/isbn/9780375707490-M.jpg,No description available.,fiction
193,9780679734772,1,The House on Mango Street,Sandra Cisneros,"Mexican Americans -- Fiction, Girls -- Fiction, Chicago (Ill.) -- Fiction",https://covers.openlibrary.org/b/isbn/9780679734772-M.jpg,No description available.,fiction
194,9781451624205,1,"For Colored Girls Who Have Considered Suicide, When the Rainbow Is Enuf a Choreopoem: A Choreopoem",Ntozake Shange,"Poetry, African American women",https://covers.openlibrary.org/b/isbn/9781451624205-M.jpg,"""First published in 1975, Shange's choreopoem has been read and performed because it truly revealed what it meant to be of color and female in the twentieth century. Here is the complete text, with stage directions of the dramatic prose poem that resonates with unusual beauty in its fierce message to the world",art
195,9781594202612,1,Mom: A Celebration Of Mothers From Storycorps,David Isay,,https://covers.openlibrary.org/b/isbn/9781594202612-M.jpg,"'Dave Isay--StoryCorps\'s founder and the editor of the project\'s bestselling collection, ""Listening Is an Act of Love""--Presents a celebration of American mothers. Selecting StoryCorps\'s most revelatory stories on the subject, ""Mom"" looks across a diversity of experience--from the Bronx to the rural South and beyond--to present an entirely original portrait of motherhood",other
196,9781422116913,1,Through the Labyrinth: The Truth About How Women Become Leaders (center For Public Leadership),"Alice H. Eagly, Linda L. Carli","Office & workplace, Leadership In Business, Women In Management, Business & Economics, Business / Economics / Finance, Business/Economics, Leadership, Women & Business, Business & Investing, Women's Studies - General, Leadership in women, Promotions, Women, Women executives",https://covers.openlibrary.org/b/isbn/9781422116913-M.jpg,No description available.,gender studies
197,9781551521848,1,"Red Light: Superheroes, Saints, And Sluts",Anna Camilleri,"Women's studies, Women's writings, Women in mass media, Social Science, Sociology, Women's Studies - General, Social Science / Women's Studies, Lesbian Studies, Literary collections, Women, Women in popular culture",https://covers.openlibrary.org/b/isbn/9781551521848-M.jpg,No description available.,social science
198,9780807014134,1,Gyn/ecology: The Metaethics Of Radical Feminism,Mary Daly,"Feminism, Feminism -- Moral and ethical aspects, Social ethics",https://covers.openlibrary.org/b/isbn/9780807014134-M.jpg,No description available.,social science
199,9780262720311,1,Why So Slow? the Advancement of Women,Virginia Valian,"Equal opportunities, Labour economics, Psychology, Women's studies, Social Science, Sociology, Feminism & Feminist Theory, Gender Studies, Women's Studies - History, Women's Studies - General",https://covers.openlibrary.org/b/isbn/9780262720311-M.jpg,No description available.,history
200,9780865547117,1,Ungodly Women: Gender And The First Wave Of American Fundamentalism,Betty A. DeBerg,"Women in Christianity -- United States -- History -- 19th century., Women in Christianity -- United States -- History -- 20th century., Fundamentalism., United States -- Church history -- 19th century., United States -- Church history -- 20th century., United States -- Social life and customs -- 1865-1918., United States -- Social life and customs -- 1918-1945.",https://covers.openlibrary.org/b/isbn/9780865547117-M.jpg,No description available.,history
201,9780806129792,1,Feminism and Disability,Hillyer Barbara,"Coping with disability, Disability: social aspects, Feminism, Women's health, Sociology Of The Mentally And Physically Challenged, Social Science, Sociology, Social Services & Welfare, Handicapped, Feminism & Feminist Theory",https://covers.openlibrary.org/b/isbn/9780806129792-M.jpg,No description available.,self-help
202,9780742518643,1,Sisters and Lovers: Women And Desire In Bali (asian Voices),Megan Jennaway,"Ethnography, Women's studies, Women, Indonesia, Ethnic Studies - General, Social Science, Sociology, Bali, Sexual behavior, Feminism & Feminist Theory, Social Science / Ethnic Studies, Bali (Province), Anthropology - Cultural, Asia - General, Ethnology, Social conditions",https://covers.openlibrary.org/b/isbn/9780742518643-M.jpg,No description available.,social science
203,9780226816319,1,Student's Guide to Writing College Papers,Kate L. Turabian,,https://covers.openlibrary.org/b/isbn/9780226816319-M.jpg,No description available.,other
205,9781454868323,1,National Security Law,"Stephen Dycus, Arthur L. Berney, William C. Banks, Peter Raven-Hansen, Stephen I. Vladeck",,https://covers.openlibrary.org/b/isbn/9781454868323-M.jpg,No description available.,other
